DESTINATIONID,Place Name,State,Tourist Location,Popularity,Review,Type,Budget
932,Hisar,Haryana,Agroha Dham,Medium,"Hindu temple, religious significance.",Spiritual,1500
933,Hisar,Haryana,Tomb of Pranpir Badshah,Medium,"Historical tomb, cultural significance.",Historical,2000
934,Hisar,Haryana,Feroze Shah's Palace and Fort,Medium,"Historical palace and fort, architectural beauty.",Historical,1000
935,Hisar,Haryana,Devi Bhawan Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
936,Hnahthial,Mizoram,Hnahthial Presbyterian Church,High,"Church, religious significance.",Spiritual,2000
937,Hnahthial,Mizoram,Tuiawl Village,Medium,"Mizo village, traditional way of life.",Village,1000
938,Hnahthial,Mizoram,Hnahthial Park,Medium,"Public park, recreational activities.",Nature,1500
939,Hosapete,Karnataka,Tungabhadra Dam,Medium,"Dam, water reservoir.",Nature,2000
940,Hosapete,Karnataka,T.B. Dam,Medium,"Dam, water reservoir.",Nature,1000
941,Hoshangabad,Madhya Pradesh,Hoshang Shah's Tomb,Medium,"Historical tomb, architectural beauty.",Historical,1500
942,Hoshangabad,Madhya Pradesh,Tawa Reservoir,Medium,"Water reservoir, scenic surroundings.",Nature,2000
943,Hoshangabad,Madhya Pradesh,Sethani Ghat,Medium,"Ghat, religious rituals.",Spiritual,1000
944,Hoshiarpur,Punjab,Dera Baba Banda,Medium,"Sikh gurdwara, religious significance.",Spiritual,1500
945,Hoshiarpur,Punjab,Kamahi Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
946,Hoshiarpur,Punjab,Kamahi Devi Forest Reserve,Medium,"Forest reserve, wildlife conservation.",Nature,1000
947,Hoshiarpur,Punjab,Takhni-Rehmapur Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,1500
948,Hoshiarpur,Punjab,Dasuya Forest,Medium,"Forest reserve, hiking trails.",Nature,2000
949,Howrah,West Bengal,Howrah Bridge,High,"Iconic bridge, engineering marvel.",Unique,1000
950,Howrah,West Bengal,Belur Math,Medium,Ramakrishna Mission headquarters.,Spiritual,1500
951,Howrah,West Bengal,"Botanical Garden, Howrah",Medium,"Large botanical garden, rare plants.",Nature,2000
952,Howrah,West Bengal,Howrah Railway Station,High,"Iconic railway station, historical significance.",Historical,1000
953,Howrah,West Bengal,Howrah Railway Museum,Medium,"Railway museum, historical exhibits.",Unique,1500
954,Howrah,West Bengal,Vidyasagar Setu,High,"Cable-stayed bridge, architectural marvel.",Historical,2000
955,Hubballi-Dharwad,Karnataka,Unakal Lake,Medium,"Picturesque lake, boating facilities.",Nature,1000
956,Hubballi-Dharwad,Karnataka,Siddharoodha Math,Low,"Spiritual center, serene atmosphere.",Spiritual,1500
957,Hubballi-Dharwad,Karnataka,Chandramouleshwara Temple,Medium,"Ancient temple, architectural beauty.",Spiritual,2000
958,Hubli,Karnataka,Indira Gandhi Glass House Garden,Medium,"Public garden, flower shows.",Nature,1000
959,Hubli,Karnataka,Unkal Lake,Medium,"Picturesque lake, boating facilities.",Nature,1500
960,Hugli-Chinsurah,West Bengal,Imambara of Chinsurah,Medium,"Islamic mosque, religious rituals.",Spiritual,2000
961,Hugli-Chinsurah,West Bengal,Bandel Church,Medium,"Christian church, religious rituals.",Spiritual,1000
962,Hyderabad,Telangana,Charminar,High,"Iconic monument, bustling market around.",Unique,1500
963,Hyderabad,Telangana,Golconda Fort,High,"Impressive architecture, sound & light show.",Historical,2000
964,Hyderabad,Telangana,Hussain Sagar Lake,Medium,"Scenic beauty, boating facilities available.",Nature,1000
965,Hyderabad,Telangana,Ramoji Film City,High,"Largest film studio complex, guided tours.",Entertainment,1500
966,Hyderabad,Telangana,Salar Jung Museum,High,Art and antiquities museum.,City,2000
967,Hyderabad,Telangana,"Snow World, Hyderabad",Medium,"Indoor snow park, family entertainment.",Entertainment,1000
968,Hyderabad,Telangana,Nehru Zoological Park,Medium,"Zoological park, family attraction.",Wildlife,1500
969,Hyderabad,Telangana,Qutb Shahi Tombs,Medium,"Architectural complex, historical significance.",Historical,2000
970,Hyderabad,Telangana,Shilparamam,Medium,"Cultural village, arts and crafts.",Village,1000
971,Igatpuri,Maharashtra,Kalsubai Peak,High,"Highest peak in Maharashtra, trekking.",Adventure,1500
972,Igatpuri,Maharashtra,Tringalwadi Fort,Medium,"Historical fort, trekking destination.",Historical,2000
973,Igatpuri,Maharashtra,Bhatsa River Valley,Medium,"Valley, scenic views.",Nature,1000
974,Imphal,Manipur,Kangla Fort,Medium,"Historical fort, cultural significance.",Historical,1500
975,Imphal,Manipur,Ima Keithel,Medium,"Women's market, Cultural hub.",Unique,2000
976,Imphal,Manipur,Loktak Lake,Medium,"Lake, floating islands.",Nature,1000
977,Imphal,Manipur,Ima Keithel (Mother's Market),High,Asia's largest all-women market.,Unique,1500
978,Imphal,Manipur,Manipur State Museum,Medium,"Museum, exhibits on Manipuri culture.",Unique,2000
979,Imphal,Manipur,Shri Govindajee Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
980,Indore,Madhya Pradesh,Rajwada Palace,High,"Historical palace, architectural blend.",Historical,1500
981,Indore,Madhya Pradesh,Kanch Mandir,Medium,"Jain temple, intricate glasswork.",Spiritual,2000
982,Indore,Madhya Pradesh,Lal Bagh Palace,Medium,"Royal residence, lush gardens.",Historical,1000
983,Indore,Madhya Pradesh,"Regional Park, Indore",Low,"Large park, recreational activities.",Nature,1500
984,Indore,Madhya Pradesh,Sarafa Bazaar,High,"Night market, street food.",Market,2000
985,Indore,Madhya Pradesh,Kamla Nehru Prani Sangrahalaya,Medium,"Zoo, animal exhibits.",Wildlife,1000
986,Itanagar,Arunachal Pradesh,Ita Fort,Medium,"Historical fort, archaeological site.",Historical,1500
987,Itanagar,Arunachal Pradesh,Gompa Mandir,Medium,"Buddhist temple, religious rituals.",Spiritual,2000
988,Itanagar,Arunachal Pradesh,Indira Gandhi Park,Medium,"Urban park, recreational activities.",Nature,1000
989,Itanagar,Arunachal Pradesh,Gekar Sinyi (Ganga Lake),Medium,"Lake, boating, scenic beauty.",Nature,1500
990,Itanagar,Arunachal Pradesh,Jawaharlal Nehru Museum,Medium,"Museum, cultural artifacts.",Unique,2000
991,Itanagar,Arunachal Pradesh,Gompa,High,"Buddhist monastery, religious significance.",Spiritual,1000
992,Itanagar,Arunachal Pradesh,Sella Pass,High,"Mountain pass, scenic drive.",Adventure,1500
993,Jabalpur,Madhya Pradesh,Bhedaghat,High,"Marble rocks, boat rides on Narmada river.",Nature,2000
994,Jabalpur,Madhya Pradesh,Dhuandhar Falls,Medium,"Smoky waterfall, adventurous boat rides.",Nature,1000
995,Jabalpur,Madhya Pradesh,Rani Durgavati Museum,Medium,"Historical artifacts, cultural heritage.",City,1500
996,Jabalpur,Madhya Pradesh,Madhav Bhawan,Medium,"Historical mansion, colonial architecture.",Historical,2000
997,Jabalpur,Madhya Pradesh,Tilwara Ghat,Medium,"Holy site, religious rituals.",Spiritual,1000
998,Jagdalpur,Chhattisgarh,Tirathgarh Falls,Medium,"Waterfall, natural beauty.",Nature,1500
999,Jagdalpur,Chhattisgarh,Chitrakote Falls,Medium,"Waterfall, scenic surroundings.",Nature,2000
1000,Jagdalpur,Chhattisgarh,Danteshwari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1001,Jagdalpur,Chhattisgarh,Chitrakoot Falls,Medium,"Waterfall, natural beauty.",Nature,1500
1002,Jagdalpur,Chhattisgarh,Chitradhara Waterfalls,Medium,"Waterfall, natural beauty.",Nature,2000
1003,Jagdalpur,Chhattisgarh,Tirathgarh Waterfalls,High,"Spectacular waterfall, lush greenery.",Nature,1000
1004,Jagdalpur,Chhattisgarh,Bastar Palace,High,"Royal palace, historical significance.",Historical,1500
1005,Jaggayyapeta,Andhra Pradesh,Sri Chennakesava Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1006,Jaggayyapeta,Andhra Pradesh,Prakasam Barrage,Medium,"Barrage, scenic views.",Nature,1000
1007,Jaggayyapeta,Andhra Pradesh,Kondapalli Reserve Forest,Medium,"Forest reserve, wildlife viewing.",Nature,1500
1008,Jaggayyapeta,Andhra Pradesh,Sri Uma Ramalingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1009,Jaggayyapeta,Andhra Pradesh,Potuluri Veerabrahmendra Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1010,Jaggayyapeta,Andhra Pradesh,Bhairava Kona,Medium,"Historical site, scenic views.",Historical,1500
1011,Jaggayyapeta,Andhra Pradesh,Sree Seetha Ramachandra Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1012,Jaggayyapeta,Andhra Pradesh,Patilammavari Gudi,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1013,Jaggayyapeta,Andhra Pradesh,Kotilingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1014,Jaipur,Rajasthan,"City Palace, Jaipur",High,"Exquisite architecture, royal residence.",Historical,2000
1015,Jaipur,Rajasthan,Hawa Mahal,High,"Unique facade, panoramic views.",Historical,1000
1016,Jaipur,Rajasthan,Amber Fort,Medium,"Majestic fort, elephant rides available.",Historical,1500
1017,Jaipur,Rajasthan,Jantar Mantar,Medium,"Astronomical observatory, ancient instruments.",Historical,2000
1018,Jaipur,Rajasthan,Amer Fort,High,"Historical fort, panoramic views, light shows.",Historical,1000
1019,Jaisalmer,Rajasthan,Jaisalmer Fort,High,"Historical fort, museum, desert views.",Historical,1500
1020,Jaisalmer,Rajasthan,Patwon Ki Haveli,High,"Historical mansion, architecture, museum.",Historical,2000
1021,Jaisalmer,Rajasthan,Sam Sand Dunes,Medium,"Desert dunes, camel rides, cultural performances.",Nature,1000
1022,Jalandhar,Punjab,Devi Talab Mandir,Medium,"Hindu temple, religious significance.",Spiritual,1500
1023,Jalandhar,Punjab,Shaheed-E-Azam Sardar Bhagat Singh Museum,Medium,"Historical museum, artifacts and documents.",City,2000
1024,Jalandhar,Punjab,Wonderland Theme Park,Medium,"Amusement park, thrilling rides.",Entertainment,1000
1025,Jalandhar,Punjab,Rangla Punjab Haveli,Medium,"Cultural village, Punjabi heritage.",Village,1500
1026,Jalgaon,Maharashtra,Shri Padmalaya Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1027,Jalgaon,Maharashtra,Gavdevi Mandir,Medium,"Hindu temple, spiritual ambiance.",Spiritual,1000
1028,Jalgaon,Maharashtra,Ganapati Mandir,Medium,"Hindu temple, cultural significance.",Spiritual,1500
1029,Jalgaon,Maharashtra,Manudevi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1030,Jalgaon,Maharashtra,Patnadevi,Medium,"Hindu temple, pilgrimage site.",Spiritual,1000
1031,Jalgaon,Maharashtra,Ozar,Medium,"Pilgrimage site, Hindu temple.",Spiritual,1500
1032,Jalgaon,Maharashtra,Shri Padmalaya,High,"Hindu pilgrimage site, temple complex.",Spiritual,2000
1033,Jalgaon,Maharashtra,Jalgaon Railway Station,Medium,"Historical railway station, architecture.",Historical,1000
1034,Jalna,Maharashtra,Jalna Fort,Medium,"Historical fort, panoramic views.",Historical,1500
1035,Jalna,Maharashtra,Matsyodari Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1036,Jalna,Maharashtra,Chand Bibi Mahal,Medium,"Historical palace, architectural beauty.",Historical,1000
1037,Jalna,Maharashtra,Shri Jagatguru Tukdoji Maharaj,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1038,Jalna,Maharashtra,Jalna Urban Park,Medium,"Urban park, recreational activities.",Nature,2000
1039,Jalna,Maharashtra,Jamb Samarth Maharaj Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1040,Jalna,Maharashtra,Khadidham Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1041,Jalna,Maharashtra,"Ashti, Jalna",High,"Tourist spot, scenic beauty.",Nature,2000
1042,Jalna,Maharashtra,Shri Jagdamba Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1043,Jalna,Maharashtra,Anandi Swami Temple,Medium,"Hindu temple, spiritual ambiance.",Spiritual,1500
1044,Jalna,Maharashtra,Jai Bhavani Temple,Medium,"Hindu temple, cultural heritage.",Spiritual,2000
1045,Jalna,Maharashtra,Ambad Jalna Buddhist Caves,Low,"Buddhist caves, archaeological site.",Historical,1000
1046,Jalna,Maharashtra,Aurangabad Caves,Medium,"Buddhist caves, rock-cut architecture.",Historical,1500
1047,Jalna,Maharashtra,"Ganesh Temple, Ghansawangi",Medium,"Hindu temple, religious significance.",Spiritual,2000
1048,Jalpaiguri,West Bengal,Jalpesh Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1049,Jalpaiguri,West Bengal,Chapramari Wildlife Sanctuary,Medium,"Wildlife sanctuary, safari.",Nature,1500
1050,Jalpaiguri,West Bengal,Jalpaiguri Rajbari,Medium,"Historical palace, architectural significance.",Historical,2000
1051,Jamalpur,Bihar,Tara Chandi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1052,Jamalpur,Bihar,Pahari Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1053,Jamalpur,Bihar,Ghorakatora Lake,Medium,"Lake, picnic spot.",Nature,2000
1054,Jammalamadugu,Andhra Pradesh,Jamalapuram Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1055,Jammalamadugu,Andhra Pradesh,Siddheswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1056,Jammu,Jammu and Kashmir,Vaishno Devi Temple,High,"Hindu pilgrimage site, religious significance.",Spiritual,2000
1057,Jammu,Jammu and Kashmir,Bahu Fort,Medium,"Historical fort, panoramic views.",Historical,1000
1058,Jammu,Jammu and Kashmir,Raghunath Temple,Medium,"Hindu temple complex, architectural beauty.",Spiritual,1500
1059,Jamnagar,Gujarat,Lakhota Lake,Medium,"Lake with bird sanctuary, boating facilities.",Nature,2000
1060,Jamnagar,Gujarat,Khijadiya Bird Sanctuary,Medium,"Bird sanctuary, diverse bird species.",Nature,1000
1061,Jamnagar,Gujarat,Bala Hanuman Temple,Medium,"Hindu temple, continuous chanting.",Spiritual,1500
1062,Jamnagar,Gujarat,Lakhota Palace,High,"Fortress, historical significance.",Historical,2000
1063,Jamnagar,Gujarat,Marine National Park,High,"National park, marine biodiversity.",Nature,1000
1064,Jamnagar,Gujarat,Ranmal Lake,Medium,"Artificial lake, scenic views.",Nature,1500
1065,Jamshedpur,Jharkhand,Jubilee Park,Medium,"Largest urban park, recreational facilities.",Nature,2000
1066,Jamshedpur,Jharkhand,Tata Steel Zoological Park,Medium,Zoo with diverse animal species.,Wildlife,1000
1067,Jamshedpur,Jharkhand,Dimna Lake,Low,"Picturesque lake, boating facilities.",Nature,1500
1068,Jangareddigudem,Andhra Pradesh,Kukkuteswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1069,Jangareddigudem,Andhra Pradesh,Godavari River Viewpoint,Medium,"Viewpoint, scenic views.",Nature,1000
1070,Jangareddigudem,Andhra Pradesh,Jangareddigudem Bus Stand,Medium,Public transportation hub.,City,1500
1071,Jaunpur,Uttar Pradesh,Kalika Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1072,Jaunpur,Uttar Pradesh,Jhanjhari Mosque,Medium,"Islamic mosque, historical significance.",Historical,1000
1073,Jhansi,Uttar Pradesh,Jhansi Fort,High,"Historical fort, architectural marvel.",Historical,1500
1074,Jhansi,Uttar Pradesh,Jhansi Museum,Medium,Museum showcasing artifacts from Bundelkhand region.,City,2000
1075,Jhansi,Uttar Pradesh,St. Jude's Shrine,Medium,"Christian shrine, religious significance.",Spiritual,1000
1076,Jhansi,Uttar Pradesh,"Mahalakshmi Temple, Jhansi",Medium,"Hindu temple, religious rituals.",Spiritual,1500
1077,Jhansi,Uttar Pradesh,"Rani Mahal, Jhansi",Medium,"Historical palace, architectural beauty.",Historical,2000
1078,Jharsuguda,Odisha,Jhadeswar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1079,Jharsuguda,Odisha,Koilighughar Waterfall,Medium,"Waterfall, natural beauty.",Nature,1500
1080,Jharsuguda,Odisha,Vikramkhol Cave,Medium,"Cave, historical site.",Historical,2000
1081,Jhunjhunu,Rajasthan,Mandawa Fort,Medium,"Historical fort, architectural beauty.",Historical,1000
1082,Jhunjhunu,Rajasthan,Khetri Mahal,Medium,"Historical palace, architectural beauty.",Historical,1500
1083,Jhunjhunu,Rajasthan,Modi Haveli,Medium,"Historical haveli, architectural beauty.",Historical,2000
1084,Jind,Haryana,Kheri Sthal,Medium,"Pilgrimage site, religious significance.",Spiritual,1000
1085,Jind,Haryana,Hariyali Amavas Ki Dhab,Medium,"Urban park, recreational activities.",Nature,1500
1086,Jind,Haryana,Shaheed Ashfaqulla Khan Park,Medium,"Urban park, green space.",Nature,2000
1087,Jodhpur,Rajasthan,Mehrangarh Fort,High,"Historical fort, stunning architecture.",Historical,1000
1088,Jodhpur,Rajasthan,Umaid Bhawan Palace,High,"Luxurious palace, heritage hotel.",Historical,1500
1089,Jodhpur,Rajasthan,Jaswant Thada,Medium,"Marble memorial, peaceful ambiance.",Historical,2000
1090,Jorhat,Assam,"Majuli, Jorhat",High,"Island, cultural heritage.",Unique,1000
1091,Jorhat,Assam,Gibbon Wildlife Sanctuary,Medium,"Wildlife sanctuary, primate conservation.",Nature,1500
1092,Jorhat,Assam,Ledo Road War Cemetery,Medium,"War cemetery, historical significance.",Historical,2000
1093,Jorhat,Assam,Bangalpukhari Tank,Medium,"Historical water tank, architectural significance.",Historical,1000
1094,Jorhat,Assam,Burigosain Devalay,Medium,"Hindu temple, pilgrimage site.",Spiritual,1500
1095,Jowai,Meghalaya,Kupli Dam,High,"Dam, scenic surroundings.",Nature,2000
1096,Jowai,Meghalaya,Nartiang Monoliths,High,"Monolith site, archaeological significance.",Historical,1000
1097,Jowai,Meghalaya,Tyrshi Falls,High,"Spectacular waterfall, natural beauty.",Nature,1500
1098,Jowai,Meghalaya,Lalong Park,Medium,"Public park, leisure activities.",Nature,2000
1099,Jowai,Meghalaya,Kiang Nangbah Monument,High,"Monument, historical significance.",Historical,1000
1100,Jowai,Meghalaya,Kseh Synrang Park,Medium,"Public park, recreational activities.",Nature,1500
1101,Jowai,Meghalaya,Thadlaskein Lake,Medium,"Lake, boating, and picnicking.",Nature,2000
1102,Jowai,Meghalaya,Khrang,High,"Cave complex, spelunking adventure.",Adventure,1000
1103,Jowai,Meghalaya,Umlawan Cave,High,"Limestone cave, spelunking adventure.",Adventure,1500
1104,Junagadh,Gujarat,Girnar Hill,High,"Hill station, pilgrimage site.",Nature,2000
1105,Junagadh,Gujarat,Gir National Park,High,"National park, Asiatic lion habitat.",Nature,1000
1106,Junagadh,Gujarat,Uparkot Fort,Medium,"Fortress, historical significance.",Historical,1500
1107,Junagadh,Gujarat,Mahabat Maqbara,Medium,"Mausoleum, architectural beauty.",Historical,2000
1108,Junagadh,Gujarat,Sakkarbaug Zoological Garden,High,"Zoological park, wildlife conservation.",Wildlife,1000
1109,Kadapa,Andhra Pradesh,Gandi Kshetram Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1110,Kadapa,Andhra Pradesh,Brahmamgari Matam,Medium,"Hindu temple, spiritual teachings.",Spiritual,2000
1111,Kadapa,Andhra Pradesh,Belum Caves,High,"Limestone caves, underground chambers.",Nature,1000
1112,Kadapa,Andhra Pradesh,Sri Venkateswara Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1113,Kadapa,Andhra Pradesh,Bhagwan Mahavir Government Museum,Medium,"Museum, historical artifacts.",Unique,2000
1114,Kadapa,Andhra Pradesh,Gandikota Fort,Medium,"Historical fort, architectural beauty.",Historical,1000
1115,Kadapa,Andhra Pradesh,Akka Mahadevi Caves,Medium,"Cave temple, historical significance.",Historical,1500
1116,Kadi,Gujarat,Kadi Ranotsav,Medium,"Festival, cultural celebration.",Unique,2000
